$编号	名字	图片	资源下载地址	价格	抓这个娃娃给玩家的积分	概率分子	概率分母	付费概率	模型文件	材质				碰撞体	缩放	质量	摩擦力	滚动摩擦力	撞击摩擦力	线性阻尼	角阻尼	模型个数	抽奖游戏类型	游戏场次
266	韩款女士沙滩帽(代抓)	http://zww.ooxxp.com/zwwimg/qm112.png	http://zww.ooxxp.com/dolls/output/266/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
267	进口零食大礼包组合(代抓)	http://zww.ooxxp.com/zwwimg/qm113.png	http://zww.ooxxp.com/dolls/output/267/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
268	紫菜肉松蛋卷(代抓)	http://zww.ooxxp.com/zwwimg/qm114.png	http://zww.ooxxp.com/dolls/output/268/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
269	羽博充电宝10000mAh(代抓)	http://zww.ooxxp.com/zwwimg/qm115.png	http://zww.ooxxp.com/dolls/output/269/	39	78	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
270	福袋(超过29元的娃娃礼包)	http://zww.ooxxp.com/zwwimg/qm116.png	http://zww.ooxxp.com/dolls/output/270/	19	38	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
271	福袋(超过58元的娃娃礼包)	http://zww.ooxxp.com/zwwimg/qm117.png	http://zww.ooxxp.com/dolls/output/271/	39	78	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
272	哆啦A梦坐垫(随机)(代抓)	http://zww.ooxxp.com/zwwimg/qm118.png	http://zww.ooxxp.com/dolls/output/272/	19	38	1	200	12,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
273	卡通擦手巾-布朗熊(代抓)	http://zww.ooxxp.com/zwwimg/qm119.png	http://zww.ooxxp.com/dolls/output/273/	9	18	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
274	超萌哈士奇公仔(代抓)	http://zww.ooxxp.com/zwwimg/qm120.png	http://zww.ooxxp.com/dolls/output/274/	9	18	1	200	10,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
275	烘焙围裙(代抓)	http://zww.ooxxp.com/zwwimg/qm121.png	http://zww.ooxxp.com/dolls/output/275/	19	38	1	200	10,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
276	ZRK街景积木-娃娃机(代抓)	http://zww.ooxxp.com/zwwimg/qm122.png	http://zww.ooxxp.com/dolls/output/276/	29	58	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
277	LOZ街景积木-汽水店(代抓)	http://zww.ooxxp.com/zwwimg/qm123.png	http://zww.ooxxp.com/dolls/output/277/	29	58	1	200	11,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
278	水果坐垫（随机）	http://zww.ooxxp.com/zwwimg/sy001.png	http://zww.ooxxp.com/dolls/output/278/	19	38	1	200	14,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
279	迷你折叠小风扇 (代抓)	http://zww.ooxxp.com/zwwimg/sy002.png	http://zww.ooxxp.com/dolls/output/279/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
280	猫咪后院趴姿橘猫	http://zww.ooxxp.com/zwwimg/sy003.png	http://zww.ooxxp.com/dolls/output/280/	9	18	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
281	小鳄鱼公仔	http://zww.ooxxp.com/zwwimg/sy004.png	http://zww.ooxxp.com/dolls/output/281/	9	18	1	200	10,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
282	神烦狗二哈(代抓)	http://zww.ooxxp.com/zwwimg/sy005.png	http://zww.ooxxp.com/dolls/output/282/	19	38	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
283	大眼仔手机座	http://zww.ooxxp.com/zwwimg/sy006.png	http://zww.ooxxp.com/dolls/output/283/	9	18	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
284	Ufufy系列硬币袋(代抓)	http://zww.ooxxp.com/zwwimg/sy007.png	http://zww.ooxxp.com/dolls/output/284/	9	18	1	200	11,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
285	抖音同款耳朵会动的兔子帽（抓一送一）	http://zww.ooxxp.com/zwwimg/sy008.png	http://zww.ooxxp.com/dolls/output/285/	39	78	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
286	飘零大叔-麻辣鸭脖139g(代抓)	http://zww.ooxxp.com/zwwimg/sy009.png	http://zww.ooxxp.com/dolls/output/286/	9	18	1	200	8,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
287	Hello Kitty 凯恩杯-粉色(代抓)	http://zww.ooxxp.com/zwwimg/sy010.png	http://zww.ooxxp.com/dolls/output/287/	19	38	1	200	12,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
288	太阳帽-黑白(代抓)	http://zww.ooxxp.com/zwwimg/sy011.png	http://zww.ooxxp.com/dolls/output/288/	9	18	1	200	7,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
289	Metoo萌团动物-小熊(代抓)	http://zww.ooxxp.com/zwwimg/sy012.png	http://zww.ooxxp.com/dolls/output/289/	19	38	1	200	10,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
290	阿狸晚安毛绒公仔(代抓)	http://zww.ooxxp.com/zwwimg/sy013.png	http://zww.ooxxp.com/dolls/output/290/	39	78	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
291	JM珍珠面膜(代抓)	http://zww.ooxxp.com/zwwimg/sy014.png	http://zww.ooxxp.com/dolls/output/291/	49	98	1	200	7,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
292	驰伟创意电源插座(代抓)	http://zww.ooxxp.com/zwwimg/sy015.png	http://zww.ooxxp.com/dolls/output/292/	39	78	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
293	粉红豹双层吸管冷饮冰杯(代抓)	http://zww.ooxxp.com/zwwimg/sy016.png	http://zww.ooxxp.com/dolls/output/293/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
294	吃鸡神器(代抓)	http://zww.ooxxp.com/zwwimg/sy017.png	http://zww.ooxxp.com/dolls/output/294/	19	38	1	200	11,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
295	尤妮佳省水化妆棉	http://zww.ooxxp.com/zwwimg/sy018.png	http://zww.ooxxp.com/dolls/output/295/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
296	争分夺宝(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/296/	10	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	rushhour	1
297	三位一体(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/297/	10	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	trinity	1
298	争分夺宝(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/298/	30	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	rushhour	2
299	三位一体(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/299/	30	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	trinity	2
300	争分夺宝(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/300/	50	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	rushhour	3
301	三位一体(新玩法)	http://zww.ooxxp.com/1ydb/jinzhu.png	http://zww.ooxxp.com/dolls/output/301/	50	0	1	200	9,200	38.c3b	38.mtl	0.91,0.91,0.91	0.37,0.37,0.37	0.34,0.34,0.34	phy_38_collider	0.037	10	30	15	1	0.3	0.3	8	trinity	3
302	卫衣蜘蛛侠(代抓)	http://zww.ooxxp.com/zwwimg/mw001.png	http://zww.ooxxp.com/dolls/output/302/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
303	美国队长公仔(代抓)	http://zww.ooxxp.com/zwwimg/mw002.png	http://zww.ooxxp.com/dolls/output/303/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
304	钢铁侠精美炫彩扑克牌(代抓)	http://zww.ooxxp.com/zwwimg/mw003.png	http://zww.ooxxp.com/dolls/output/304/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
305	钢铁侠面具(代抓)	http://zww.ooxxp.com/zwwimg/mw004.png	http://zww.ooxxp.com/dolls/output/305/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
306	钢铁侠安全帽(代抓)	http://zww.ooxxp.com/zwwimg/mw005.png	http://zww.ooxxp.com/dolls/output/306/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
307	美国队长圆形指尖陀螺(代抓)	http://zww.ooxxp.com/zwwimg/mw006.png	http://zww.ooxxp.com/dolls/output/307/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
308	三种挂件串烧钥匙扣(代抓)	http://zww.ooxxp.com/zwwimg/mw007.png	http://zww.ooxxp.com/dolls/output/308/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
309	美国队长亮银布线带麦耳机(代抓)	http://zww.ooxxp.com/zwwimg/mw008.png	http://zww.ooxxp.com/dolls/output/309/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
310	蜘蛛侠镂空戒指加项链一套(代抓)	http://zww.ooxxp.com/zwwimg/mw009.png	http://zww.ooxxp.com/dolls/output/310/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
311	钢铁侠金色钥匙扣挂件(代抓)	http://zww.ooxxp.com/zwwimg/mw010.png	http://zww.ooxxp.com/dolls/output/311/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
312	钢铁侠精美翻盖手表(代抓)	http://zww.ooxxp.com/zwwimg/mw011.png	http://zww.ooxxp.com/dolls/output/312/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
313	美国队长精美翻盖手表(代抓)	http://zww.ooxxp.com/zwwimg/mw012.png	http://zww.ooxxp.com/dolls/output/313/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
314	七彩心情变色盒装闹钟(代抓)	http://zww.ooxxp.com/zwwimg/mw013.png	http://zww.ooxxp.com/dolls/output/314/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
315	钢铁侠Q版公仔钥匙扣挂件(代抓)	http://zww.ooxxp.com/zwwimg/mw014.png	http://zww.ooxxp.com/dolls/output/315/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
316	美国队长头戴式带麦耳机(代抓)	http://zww.ooxxp.com/zwwimg/mw015.png	http://zww.ooxxp.com/dolls/output/316/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
317	钢铁侠标志帆布帽子(代抓)	http://zww.ooxxp.com/zwwimg/mw016.png	http://zww.ooxxp.com/dolls/output/317/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
318	Q版钢铁侠发光盒装小手办(代抓)	http://zww.ooxxp.com/zwwimg/mw017.png	http://zww.ooxxp.com/dolls/output/318/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
319	7款一套LED灯OPP袋装手办(代抓)	http://zww.ooxxp.com/zwwimg/mw018.png	http://zww.ooxxp.com/dolls/output/319/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
320	钢铁侠Q版弹性紧身短袖T恤红色(代抓)	http://zww.ooxxp.com/zwwimg/mw019.png	http://zww.ooxxp.com/dolls/output/320/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
321	盾牌标志弹性紧身短袖T恤蓝色(代抓)	http://zww.ooxxp.com/zwwimg/mw020.png	http://zww.ooxxp.com/dolls/output/321/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
322	美国队长弹性紧身短袖T恤白色(代抓)	http://zww.ooxxp.com/zwwimg/mw021.png	http://zww.ooxxp.com/dolls/output/322/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
323	Q版摇头黑豹 车载手办摆件(代抓)	http://zww.ooxxp.com/zwwimg/mw022.png	http://zww.ooxxp.com/dolls/output/323/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
324	7款一套出袋装公仔手办高(代抓)	http://zww.ooxxp.com/zwwimg/mw023.png	http://zww.ooxxp.com/dolls/output/324/	39	78	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
325	7款一套盒蛋公仔手办挂件(代抓)	http://zww.ooxxp.com/zwwimg/mw024.png	http://zww.ooxxp.com/dolls/output/325/	49	98	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
326	钢铁侠优质帆布挎包(代抓)	http://zww.ooxxp.com/zwwimg/mw025.png	http://zww.ooxxp.com/dolls/output/326/	39	78	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
327	漫威正版车载香薰固体香水(代抓)	http://zww.ooxxp.com/zwwimg/mw026.png	http://zww.ooxxp.com/dolls/output/327/	29	58	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
328	漫威马克杯动漫陶瓷杯(代抓)	http://zww.ooxxp.com/zwwimg/mw027.png	http://zww.ooxxp.com/dolls/output/328/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
329	大头狗趴趴狗毛绒玩具小公仔(代抓)	http://zww.ooxxp.com/zwwimg/mw028.png	http://zww.ooxxp.com/dolls/output/329/	9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
330	LOZ小颗粒拼装积木-小黄人(代抓)	http://zww.ooxxp.com/zwwimg/mw029.png	http://zww.ooxxp.com/dolls/output/330/	19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
331	卡通迷你小型风扇(代抓)	http://zww.ooxxp.com/zwwimg/wy001.png		19	38	1	200	12,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
332	憨豆先生熊（随机）(代抓)	http://zww.ooxxp.com/zwwimg/wy002.png		9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
333	羽毛雨伞（白黑）(代抓)	http://zww.ooxxp.com/zwwimg/wy003.png		19	38	1	200	10,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
334	糖果公仔系列（随机）(代抓)	http://zww.ooxxp.com/zwwimg/wy004.png		9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
335	乔巴公仔（随机）(代抓)	http://zww.ooxxp.com/zwwimg/wy005.png		9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
336	懒蛋蛋小夜灯(代抓)	http://zww.ooxxp.com/zwwimg/wy006.png		9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
337	毛衣粉红豹（随机）(代抓)	http://zww.ooxxp.com/zwwimg/wy007.png		19	38	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
338	飘零大叔-原味猪肉铺100g(代抓)	http://zww.ooxxp.com/zwwimg/wy008.png		9	18	1	200	9,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
339	HELLO KITTY 陶瓷杯(代抓)	http://zww.ooxxp.com/zwwimg/wy009.png		19	38	1	200	11,200	8.c3b	8.mtl	0.85,0.85,0.85	0.4,0.4,0.4	0.95,0.95,0.95	phy_8_collider	0.041	10	30	15	1	0.3	0.3			
